"","Region","SurveyName","Species","Common","TrendCategory","Notes","Haul_Inc_Dec","Bio_Inc_Dec"
"489","Northeast US","NEFSC Fall Bottom Trawl","Melanogrammus aeglefinus","Haddock","Persistently Present",NA,"Decreasing","Decreasing"
"490","Northeast US","NEFSC Fall Bottom Trawl","Menticirrhus americanus","Southern kingfish","Emerged",NA,"Increasing",NA
"491","Northeast US","NEFSC Fall Bottom Trawl","Menticirrhus saxatilis","Northern kingfish","Persistently Present",NA,NA,NA
"492","Northeast US","NEFSC Fall Bottom Trawl","Merluccius albidus","Offshore hake","Persistently Present",NA,NA,NA
"493","Northeast US","NEFSC Fall Bottom Trawl","Merluccius bilinearis","Silver hake","Persistently Present",NA,"Increasing",NA
"494","Northeast US","NEFSC Fall Bottom Trawl","Micropogonias undulatus","Atlantic croaker","Persistently Present",NA,NA,NA
"495","Northeast US","NEFSC Fall Bottom Trawl","Mustelus canis","Smooth dogfish","Persistently Present",NA,"Increasing",NA
"496","Northeast US","NEFSC Fall Bottom Trawl","Myliobatis freminvillei","Bullnose eagle ray","Persistently Present",NA,NA,NA
"497","Northeast US","NEFSC Fall Bottom Trawl","Myoxocephalus octodecemspinosus","Longhorn sculpin","Persistently Present",NA,NA,"Increasing"
"498","Northeast US","NEFSC Fall Bottom Trawl","Myxine glutinosa","Atlantic hagfish","Persistently Present",NA,"Decreasing",NA
"499","Northeast US","NEFSC Fall Bottom Trawl","Myzopsetta ferruginea","Yellowtail flounder","Persistently Present",NA,"Decreasing",NA
"500","Northeast US","NEFSC Fall Bottom Trawl","Opisthonema oglinum","Atlantic thread herring","Emerged",NA,NA,NA
"501","Northeast US","NEFSC Fall Bottom Trawl","Orthopristis chrysoptera","Pigfish","Emerged",NA,"Increasing",NA
"502","Northeast US","NEFSC Fall Bottom Trawl","Ovalipes ocellatus","Ocellate lady crab","Persistently Present",NA,NA,NA
"503","Northeast US","NEFSC Fall Bottom Trawl","Ovalipes stephensoni","Coarsehand lady crab","Persistently Present",NA,NA,NA
"504","Northeast US","NEFSC Fall Bottom Trawl","Pandalus borealis","Atlantic northern shrimp","Persistently Present",NA,"Decreasing","Decreasing"
"505","Northeast US","NEFSC Fall Bottom Trawl","Pandalus montagui","Aesop shrimp","Sporadic - Primarily Present",NA,"Decreasing","Decreasing"
"506","Northeast US","NEFSC Fall Bottom Trawl","Paralichthys dentatus","Summer flounder","Persistently Present",NA,NA,"Decreasing"
"507","Northeast US","NEFSC Fall Bottom Trawl","Pasiphaea multidentata","Pink glass shrimp","Emerged",NA,"Increasing",NA
"508","Northeast US","NEFSC Fall Bottom Trawl","Peprilus triacanthus","American butterfish","Persistently Present",NA,"Increasing",NA
"509","Northeast US","NEFSC Fall Bottom Trawl","Peristedion miniatum","Armored searobin","Persistently Present",NA,"Increasing",NA
"510","Northeast US","NEFSC Fall Bottom Trawl","Phycis chesteri","Longfin hake","Persistently Present",NA,NA,"Decreasing"
"511","Northeast US","NEFSC Fall Bottom Trawl","Placopecten magellanicus","Atlantic sea scallop","Persistently Present",NA,"Decreasing","Decreasing"
"512","Northeast US","NEFSC Fall Bottom Trawl","Pollachius virens","Pollock","Persistently Present",NA,"Decreasing","Decreasing"
"513","Northeast US","NEFSC Fall Bottom Trawl","Polymixia lowei","Beardfish","Emerged",NA,NA,NA
"514","Northeast US","NEFSC Fall Bottom Trawl","Pomatomus saltatrix","Bluefish","Persistently Present",NA,"Decreasing",NA
"515","Northeast US","NEFSC Fall Bottom Trawl","Pontophilus norvegicus","Norwegian shrimp","Potentially Emerging",NA,"Decreasing","Decreasing"
"516","Northeast US","NEFSC Fall Bottom Trawl","Prionotus carolinus","Northern searobin","Persistently Present",NA,"Increasing",NA
"517","Northeast US","NEFSC Fall Bottom Trawl","Prionotus evolans","Striped searobin","Persistently Present",NA,"Increasing","Increasing"
"518","Northeast US","NEFSC Fall Bottom Trawl","Pseudopleuronectes americanus","Winter flounder","Persistently Present",NA,"Decreasing",NA
"519","Northeast US","NEFSC Fall Bottom Trawl","Rhizoprionodon terraenovae","Atlantic sharpnose shark","Persistently Present",NA,NA,NA
"520","Northeast US","NEFSC Fall Bottom Trawl","Rostroraja eglanteria","Clearnose skate","Persistently Present",NA,"Increasing",NA
"521","Northeast US","NEFSC Fall Bottom Trawl","Sardinella aurita","Spanish sardine","Emerged",NA,"Increasing",NA
"522","Northeast US","NEFSC Fall Bottom Trawl","Scomber scombrus","Atlantic mackerel","Persistently Present",NA,"Increasing",NA
"523","Northeast US","NEFSC Fall Bottom Trawl","Scomberesox saurus","Atlantic saury","Sporadic - Primarily Present",NA,"Decreasing",NA
"524","Northeast US","NEFSC Fall Bottom Trawl","Scomberomorus maculatus","Spanish mackerel","Emerged",NA,"Increasing",NA
"525","Northeast US","NEFSC Fall Bottom Trawl","Scophthalmus aquosus","Windowpane flounder","Persistently Present",NA,NA,NA
"526","Northeast US","NEFSC Fall Bottom Trawl","Scyliorhinus retifer","Chain catshark","Persistently Present",NA,NA,NA
"527","Northeast US","NEFSC Fall Bottom Trawl","Sebastes fasciatus","Acadian redfish","Persistently Present",NA,NA,"Decreasing"
"528","Northeast US","NEFSC Fall Bottom Trawl","Selene setapinnis","Atlantic moonfish","Potentially Emerging",NA,"Increasing",NA
"529","Northeast US","NEFSC Fall Bottom Trawl","Sphoeroides maculatus","Northern puffer","Persistently Present",NA,NA,NA
"530","Northeast US","NEFSC Fall Bottom Trawl","Sphyraena borealis","Northern sennet","Emerged",NA,"Increasing","Increasing"
"531","Northeast US","NEFSC Fall Bottom Trawl","Squalus acanthias","Spiny dogfish","Persistently Present",NA,NA,NA
"532","Northeast US","NEFSC Fall Bottom Trawl","Stenotomus chrysops","Scup","Persistently Present",NA,"Increasing",NA
"533","Northeast US","NEFSC Fall Bottom Trawl","Synodus foetens","Inshore lizardfish","Persistently Present",NA,NA,NA
"534","Northeast US","NEFSC Fall Bottom Trawl","Tautogolabrus adspersus","Cunner","Persistently Present",NA,"Increasing",NA
"535","Northeast US","NEFSC Fall Bottom Trawl","Trachurus lathami","Rough scad","Persistently Present",NA,"Increasing",NA
"536","Northeast US","NEFSC Fall Bottom Trawl","Trichiurus lepturus","Atlantic cutlassfish","Emerged",NA,"Increasing",NA
"537","Northeast US","NEFSC Fall Bottom Trawl","Urophycis chuss","Red hake","Persistently Present",NA,NA,NA
"538","Northeast US","NEFSC Fall Bottom Trawl","Urophycis regia","Spotted hake","Persistently Present",NA,NA,NA
"539","Northeast US","NEFSC Fall Bottom Trawl","Urophycis tenuis","White hake","Persistently Present",NA,"Decreasing",NA
"540","Northeast US","NEFSC Fall Bottom Trawl","Zenopsis conchifer","Silvery john dory","Persistently Present",NA,NA,"Decreasing"
"541","Northeast US","NEFSC Fall Bottom Trawl","Zoarces americanus","Ocean pout","Persistently Present",NA,NA,NA
"542","Northeast US","NEFSC Spring Bottom Trawl","Alosa aestivalis","Blueback herring","Persistently Present",NA,"Decreasing",NA
"543","Northeast US","NEFSC Spring Bottom Trawl","Alosa pseudoharengus","Alewife","Persistently Present",NA,"Decreasing",NA
"544","Northeast US","NEFSC Spring Bottom Trawl","Alosa sapidissima","American shad","Persistently Present",NA,"Decreasing",NA
"545","Northeast US","NEFSC Spring Bottom Trawl","Amblyraja radiata","Thorny skate","Persistently Present",NA,"Decreasing",NA
"546","Northeast US","NEFSC Spring Bottom Trawl","Ammodytes dubius","Northern sand lance","Persistently Present",NA,NA,NA
"547","Northeast US","NEFSC Spring Bottom Trawl","Anarhichas lupus","Atlantic wolffish","Persistently Present",NA,"Decreasing",NA
"548","Northeast US","NEFSC Spring Bottom Trawl","Aspidophoroides monopterygius","Alligatorfish","Emerged",NA,"Decreasing",NA
"549","Northeast US","NEFSC Spring Bottom Trawl","Atlantopandalus propinqvus","Similar shrimp","Potentially Emerging",NA,NA,NA
"550","Northeast US","NEFSC Spring Bottom Trawl","Bathypolypus arcticus","North atlantic octopus","Emerged",NA,NA,NA
"551","Northeast US","NEFSC Spring Bottom Trawl","Brosme brosme","Cusk","Persistently Present",NA,NA,NA
"552","Northeast US","NEFSC Spring Bottom Trawl","Cancer borealis","Jonah crab","Persistently Present",NA,NA,NA
"553","Northeast US","NEFSC Spring Bottom Trawl","Cancer irroratus","Atlantic rock crab","Persistently Present",NA,NA,NA
"554","Northeast US","NEFSC Spring Bottom Trawl","Centropristis striata","Black sea bass","Persistently Present",NA,NA,NA
"555","Northeast US","NEFSC Spring Bottom Trawl","Chaceon quinquedens","Red deepsea crab","Persistently Present",NA,NA,NA
"556","Northeast US","NEFSC Spring Bottom Trawl","Chlorophthalmus agassizi","Shortnose greeneye","Emerged",NA,NA,NA
"557","Northeast US","NEFSC Spring Bottom Trawl","Citharichthys arctifrons","Gulf stream flounder","Persistently Present",NA,"Increasing",NA
"558","Northeast US","NEFSC Spring Bottom Trawl","Clupea harengus","Atlantic herring","Persistently Present",NA,"Decreasing","Decreasing"
"559","Northeast US","NEFSC Spring Bottom Trawl","Crangon septemspinosa","Sevenspine bay shrimp","Potentially Emerging",NA,"Decreasing",NA
"560","Northeast US","NEFSC Spring Bottom Trawl","Dichelopandalus leptocerus","Bristled longbeak","Emerged",NA,"Increasing",NA
"561","Northeast US","NEFSC Spring Bottom Trawl","Dipturus laevis","Barndoor skate","Emerged",NA,"Increasing","Increasing"
"562","Northeast US","NEFSC Spring Bottom Trawl","Doryteuthis pealeii","Longfin inshore squid","Persistently Present",NA,"Increasing",NA
"563","Northeast US","NEFSC Spring Bottom Trawl","Enchelyopus cimbrius","Fourbeard rockling","Persistently Present",NA,NA,NA
"564","Northeast US","NEFSC Spring Bottom Trawl","Etropus microstomus","Smallmouth flounder","Sporadic - Primarily Absent",NA,NA,NA
"565","Northeast US","NEFSC Spring Bottom Trawl","Gadus morhua","Atlantic cod","Persistently Present",NA,"Decreasing","Decreasing"
"566","Northeast US","NEFSC Spring Bottom Trawl","Glyptocephalus cynoglossus","Witch flounder","Persistently Present",NA,"Decreasing","Increasing"
"567","Northeast US","NEFSC Spring Bottom Trawl","Helicolenus dactylopterus","Blackbelly rosefish","Persistently Present",NA,NA,NA
"568","Northeast US","NEFSC Spring Bottom Trawl","Hemitripterus americanus","Sea raven","Persistently Present",NA,NA,NA
"569","Northeast US","NEFSC Spring Bottom Trawl","Hippoglossina oblonga","American fourspot flounder","Persistently Present",NA,"Decreasing",NA
"570","Northeast US","NEFSC Spring Bottom Trawl","Hippoglossoides platessoides","American plaice","Persistently Present",NA,"Decreasing",NA
"571","Northeast US","NEFSC Spring Bottom Trawl","Hippoglossus hippoglossus","Atlantic halibut","Persistently Present",NA,NA,NA
"572","Northeast US","NEFSC Spring Bottom Trawl","Homarus americanus","American lobster","Persistently Present",NA,NA,NA
"573","Northeast US","NEFSC Spring Bottom Trawl","Illex illecebrosus","Northern shortfin squid","Persistently Present",NA,NA,NA
"574","Northeast US","NEFSC Spring Bottom Trawl","Lebbeus polaris","Polar lebbeid","Potentially Emerging",NA,"Decreasing",NA
"575","Northeast US","NEFSC Spring Bottom Trawl","Lepophidium profundorum","Fawn cusk-eel","Persistently Present",NA,NA,NA
"576","Northeast US","NEFSC Spring Bottom Trawl","Leucoraja erinaceus","Little skate","Persistently Present",NA,NA,NA
"577","Northeast US","NEFSC Spring Bottom Trawl","Leucoraja garmani","Rosette skate","Persistently Present",NA,NA,NA
"578","Northeast US","NEFSC Spring Bottom Trawl","Leucoraja ocellata","Winter skate","Persistently Present",NA,"Increasing",NA
"579","Northeast US","NEFSC Spring Bottom Trawl","Limulus polyphemus","Horseshoe crab","Persistently Present",NA,NA,NA
"580","Northeast US","NEFSC Spring Bottom Trawl","Lophius americanus","Monkfish","Persistently Present",NA,"Decreasing",NA
"581","Northeast US","NEFSC Spring Bottom Trawl","Malacoraja senta","Smooth skate","Persistently Present",NA,NA,NA
"582","Northeast US","NEFSC Spring Bottom Trawl","Maurolicus weitzmani","Atlantic pearlside","Emerged",NA,"Decreasing",NA
"583","Northeast US","NEFSC Spring Bottom Trawl","Melanogrammus aeglefinus","Haddock","Persistently Present",NA,"Decreasing","Decreasing"
"584","Northeast US","NEFSC Spring Bottom Trawl","Menidia menidia","Atlantic silverside","Emerged",NA,"Decreasing",NA
"585","Northeast US","NEFSC Spring Bottom Trawl","Merluccius albidus","Offshore hake","Persistently Present",NA,NA,NA
"586","Northeast US","NEFSC Spring Bottom Trawl","Merluccius bilinearis","Silver hake","Persistently Present",NA,NA,NA
"587","Northeast US","NEFSC Spring Bottom Trawl","Micropogonias undulatus","Atlantic croaker","Potentially Emerging",NA,NA,NA
"588","Northeast US","NEFSC Spring Bottom Trawl","Mustelus canis","Smooth dogfish","Persistently Present",NA,NA,NA
"589","Northeast US","NEFSC Spring Bottom Trawl","Myoxocephalus octodecemspinosus","Longhorn sculpin","Persistently Present",NA,NA,NA
"590","Northeast US","NEFSC Spring Bottom Trawl","Myxine glutinosa","Atlantic hagfish","Persistently Present",NA,NA,NA
"591","Northeast US","NEFSC Spring Bottom Trawl","Myzopsetta ferruginea","Yellowtail flounder","Persistently Present",NA,"Decreasing",NA
"592","Northeast US","NEFSC Spring Bottom Trawl","Ovalipes ocellatus","Ocellate lady crab","Potentially Emerging",NA,NA,NA
"593","Northeast US","NEFSC Spring Bottom Trawl","Ovalipes stephensoni","Coarsehand lady crab","Potentially Emerging",NA,NA,NA
"594","Northeast US","NEFSC Spring Bottom Trawl","Pandalus borealis","Atlantic northern shrimp","Sporadic - Primarily Present",NA,"Decreasing","Decreasing"
"595","Northeast US","NEFSC Spring Bottom Trawl","Pandalus montagui","Aesop shrimp","Potentially Emerging",NA,"Decreasing",NA
"596","Northeast US","NEFSC Spring Bottom Trawl","Paralichthys dentatus","Summer flounder","Persistently Present",NA,NA,NA
"597","Northeast US","NEFSC Spring Bottom Trawl","Pasiphaea multidentata","Pink glass shrimp","Emerged",NA,"Increasing","Increasing"
"598","Northeast US","NEFSC Spring Bottom Trawl","Peprilus triacanthus","American butterfish","Persistently Present",NA,"Increasing","Increasing"
"599","Northeast US","NEFSC Spring Bottom Trawl","Peristedion miniatum","Armored searobin","Sporadic - Primarily Present",NA,"Increasing",NA
"600","Northeast US","NEFSC Spring Bottom Trawl","Phycis chesteri","Longfin hake","Persistently Present",NA,NA,NA
"601","Northeast US","NEFSC Spring Bottom Trawl","Placopecten magellanicus","Atlantic sea scallop","Persistently Present",NA,"Decreasing",NA
"602","Northeast US","NEFSC Spring Bottom Trawl","Pollachius virens","Pollock","Persistently Present",NA,"Decreasing","Decreasing"
"603","Northeast US","NEFSC Spring Bottom Trawl","Pontophilus norvegicus","Norwegian shrimp","Potentially Emerging",NA,NA,NA
"604","Northeast US","NEFSC Spring Bottom Trawl","Prionotus carolinus","Northern searobin","Persistently Present",NA,"Increasing",NA
"605","Northeast US","NEFSC Spring Bottom Trawl","Prionotus evolans","Striped searobin","Persistently Present",NA,"Decreasing",NA
"606","Northeast US","NEFSC Spring Bottom Trawl","Pseudopleuronectes americanus","Winter flounder","Persistently Present",NA,"Decreasing",NA
"607","Northeast US","NEFSC Spring Bottom Trawl","Rostroraja eglanteria","Clearnose skate","Persistently Present",NA,NA,NA
"608","Northeast US","NEFSC Spring Bottom Trawl","Scomber scombrus","Atlantic mackerel","Persistently Present",NA,NA,NA
"609","Northeast US","NEFSC Spring Bottom Trawl","Scophthalmus aquosus","Windowpane flounder","Persistently Present",NA,NA,NA
"610","Northeast US","NEFSC Spring Bottom Trawl","Scyliorhinus retifer","Chain catshark","Persistently Present",NA,NA,NA
"611","Northeast US","NEFSC Spring Bottom Trawl","Sebastes fasciatus","Acadian redfish","Persistently Present",NA,NA,NA
"612","Northeast US","NEFSC Spring Bottom Trawl","Squalus acanthias","Spiny dogfish","Persistently Present",NA,"Increasing",NA
"613","Northeast US","NEFSC Spring Bottom Trawl","Stenotomus chrysops","Scup","Persistently Present",NA,NA,NA
"614","Northeast US","NEFSC Spring Bottom Trawl","Urophycis chuss","Red hake","Persistently Present",NA,NA,NA
"615","Northeast US","NEFSC Spring Bottom Trawl","Urophycis regia","Spotted hake","Persistently Present",NA,NA,NA
"616","Northeast US","NEFSC Spring Bottom Trawl","Urophycis tenuis","White hake","Persistently Present",NA,NA,NA
"617","Northeast US","NEFSC Spring Bottom Trawl","Zenopsis conchifer","Silvery john dory","Emerged",NA,NA,NA
"618","Northeast US","NEFSC Spring Bottom Trawl","Zoarces americanus","Ocean pout","Persistently Present",NA,NA,NA
"619","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Acantholumpenus mackayi","Pighead prickleback","Persistently Present",NA,"Increasing",NA
"620","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Arctoraja parmifera","Alaska skate","Persistently Present",NA,NA,NA
"621","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Aspidophoroides olrikii","Arctic alligatorfish","Persistently Present",NA,NA,NA
"622","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Asterias amurensis","North pacific seastar","Persistently Present",NA,NA,NA
"623","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Atheresthes stomias and A. evermanni","Arrowtooth and kamchatka flounders","Sporadic - Primarily Present",NA,NA,NA
"624","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Boreogadus saida","Arctic cod","Persistently Present",NA,"Decreasing",NA
"625","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Chionoecetes opilio","Snow crab","Persistently Present",NA,NA,NA
"626","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Clupea pallasii","Pacific herring","Persistently Present",NA,"Decreasing",NA
