survey_name,accepted_name,common,kingdom,phylum,class,order,family,genus,rank,worms_id,SpecCode,filtercat,,,,,,,
Decodon puellaris,Decodon puellaris,Red hogfish,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Decodon,Species,276747,3657,Species,,,,,,,
Delectopecten vancouverensis,Delectopecten vancouverensis,Vancouver scallop,Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Delectopecten,Species,391795,NA,Species,,,,,,,
Demospongiae,Demospongiae,Horny sponges,Animalia,Porifera,Demospongiae,NA,NA,NA,Class,164811,NA,remove,,,,,,,
Dendostrea,Dendostrea,NA,Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,Dendostrea,Genus,415280,NA,remove,,,,,,,
Ostrea frons,Dendostrea frons,Frond oyster,Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,Ostrea,Species,420779,NA,Species,,,,,,,
Dendostrea frons,Dendostrea frons,Frond oyster,Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,Ostrea,Species,420779,NA,Species,,,,,,,
Dendraster excentricus,Dendraster excentricus,Eccentric sand dollar,Animalia,Echinodermata,Echinoidea,Echinolampadacea,Dendrasteridae,Dendraster,Species,513215,NA,Species,,,,,,,
Dendrobeania,Dendrobeania,NA,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Dendrobeania,Genus,110842,NA,remove,,,,,,,
Dendrobeania sp.,Dendrobeania,NA,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Dendrobeania,Genus,110842,NA,remove,,,,,,,
Dendrochirotidae,Dendrochirotidae,NA,NA,NA,NA,NA,NA,NA,HigherOrder,NA,NA,remove,,,,,,,
Dendrodoris,Dendrodoris,NA,Animalia,Mollusca,Gastropoda,Nudibranchia,Dendrodorididae,Dendrodoris,Genus,137883,NA,remove,,,,,,,
Dendronotidae,Dendronotidae,NA,Animalia,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,NA,Family,186,NA,remove,,,,,,,
Dendronotus,Dendronotus,NA,Animalia,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,Dendronotus,Genus,137885,NA,remove,,,,,,,
Dendronotus sp.,Dendronotus,NA,Animalia,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,Dendronotus,Genus,137885,NA,remove,,,,,,,
Dendronotus dalli,Dendronotus dalli,Dall's dendronotus,Animalia,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,Dendronotus,Species,156709,NA,Species,,,,,,,
Dendronotus frondosus,Dendronotus frondosus,Frond aeolis,Animalia,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,Dendronotus,Species,139523,NA,Species,,,,,,,
Dendronotus subramosus,Dendronotus subramosus,Stubby frond-aeolis,Animalia,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,Dendronotus,Species,548244,NA,Species,,,,,,,
Dendrophyllia californica,Dendrophyllia californica,Tree coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,Dendrophyllia,Species,286965,NA,Species,,,,,,,
Dentalium,Dentalium,NA,Animalia,Mollusca,Scaphopoda,Dentaliida,Dentaliidae,Dentalium,Genus,137886,NA,remove,,,,,,,
Dentalium sp.,Dentalium,NA,Animalia,Mollusca,Scaphopoda,Dentaliida,Dentaliidae,Dentalium,Genus,137886,NA,remove,,,,,,,
Dermasterias imbricata,Dermasterias imbricata,Leather star,Animalia,Echinodermata,Asteroidea,Valvatida,Asteropseidae,Dermasterias,Species,240771,NA,Species,,,,,,,
Dermaturus mandti,Dermaturus mandtii,Wrinkled crab,Animalia,Arthropoda,Malacostraca,Decapoda,Hapalogastridae,Dermaturus,Species,590106,NA,Species,,,,,,,
Dermaturus mandtii,Dermaturus mandtii,Wrinkled crab,Animalia,Arthropoda,Malacostraca,Decapoda,Hapalogastridae,Dermaturus,Species,590106,NA,Species,,,,,,,
Dermochelys coriacea,Dermochelys coriacea,Leatherback turtle,Animalia,Chordata,NA,Testudines,Dermochelyidae,Dermochelys,Species,137209,NA,Species,,,,,,,
Desmodema lorum,Desmodema lorum,Whiptail ribbonfish,Animalia,Chordata,Teleostei,Lampriformes,Trachipteridae,Desmodema,Species,275872,3262,Species,,,,,,,
Desmophyllum dianthus,Desmophyllum dianthus,Cockscomb cup coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Desmophyllum,Species,135159,NA,Species,,,,,,,
Lophelia pertusa,Desmophyllum pertusum,Spider hazards coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Lophelia,Species,1245747,NA,Species,,,,,,,
Diadema antillarum,Diadema antillarum,Long spined sea urchin,Animalia,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Diadema,Species,124332,NA,Species,,,,,,,
Diadematidae,Diadematidae,NA,Animalia,Echinodermata,Echinoidea,Diadematoida,Diadematidae,NA,Family,123163,NA,remove,,,,,,,
Diaphus,Diaphus,NA,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Diaphus,Genus,125819,NA,remove,,,,,,,
Diaphus sp,Diaphus,NA,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Diaphus,Genus,125819,NA,remove,,,,,,,
Diaphus sp.,Diaphus,NA,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Diaphus,Genus,125819,NA,remove,,,,,,,
Diaphus dumerili,Diaphus dumerilii,Dumeril's lanternfish,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Diaphus,Species,126590,6590,Species,,,,,,,
Diaphus splendidus,Diaphus splendidus,Horned lanternfish,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Diaphus,Species,158893,10174,Species,,,,,,,
Diaphus theta,Diaphus theta,California headlightfish,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Diaphus,Species,272694,2732,Species,,,,,,,
Diapterus,Diapterus,NA,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Gerreidae,Diapterus,Genus,159725,NA,remove,,,,,,,
Diapterus auratus,Diapterus auratus,Irish mojarra,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Gerreidae,Diapterus,Species,159726,3563,Species,,,,,,,
Diaulula,Diaulula,NA,Animalia,Mollusca,Gastropoda,Nudibranchia,Discodorididae,Diaulula,Genus,415291,NA,remove,,,,,,,
Diaulula sp. A (Clark 2006),Diaulula sp. A (Clark 2006),NA,NA,NA,NA,NA,NA,NA,Species,NA,NA,Species,,,,,,,
Dibranchus atlanticus,Dibranchus atlanticus,Atlantic batfish,Animalia,Chordata,Teleostei,Lophiiformes,Ogcocephalidae,Dibranchus,Species,126558,4956,Species,,,,,,,
Dichelopandalus leptocerus,Dichelopandalus leptocerus,Bristled longbeak,Animalia,Arthropoda,Malacostraca,Decapoda,Pandalidae,Dichelopandalus,Species,158356,NA,Species,,,,,,,
Dicrolene filamentosa,Dicrolene filamentosa,NA,Animalia,Chordata,Teleostei,Ophidiiformes,Ophidiidae,Dicrolene,Species,275892,56340,Species,,,,,,,
Dicrolene intronigra,Dicrolene introniger,Digitate cusk eel,Animalia,Chordata,Teleostei,Ophidiiformes,Ophidiidae,Dicrolene,Species,275895,8091,Species,,,,,,,
Dicrolene introniger,Dicrolene introniger,Digitate cusk eel,Animalia,Chordata,Teleostei,Ophidiiformes,Ophidiidae,Dicrolene,Species,275895,8091,Species,,,,,,,
Didemnidae,Didemnidae,NA,Animalia,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,NA,Genus,103439,NA,remove,,,,,,,
Dimya argentea,Dimya argentea,Silver dimyid,Animalia,Mollusca,Bivalvia,Pectinida,Dimyidae,Dimya,Species,420774,NA,Species,,,,,,,
Dinocardium,Dinocardium,NA,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Dinocardium,Genus,156841,NA,remove,,,,,,,
Diodon holocanthus,Diodon holocanthus,Longspined porcupinefish,Animalia,Chordata,Teleostei,Tetraodontiformes,Diodontidae,Diodon,Species,127402,4659,Species,,,,,,,
Diodon hystrix,Diodon hystrix,Spot fin porcupinefish,Animalia,Chordata,Teleostei,Tetraodontiformes,Diodontidae,Diodon,Species,127403,1022,Species,,,,,,,
Diodora aspera,Diodora aspera,Keyhole limpet,Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Diodora,Species,367955,NA,Species,,,,,,,
Diodora cayenensis,Diodora cayenensis,Cayenne keyhole limpet,Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Diodora,Species,160265,NA,Species,,,,,,,
Diogenidae,Diogenidae,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Diogenidae,NA,Family,106736,NA,remove,,,,,,,
Diplacanthopoma,Diplacanthopoma,NA,Animalia,Chordata,Teleostei,Ophidiiformes,Bythitidae,Diplacanthopoma,Genus,158993,NA,remove,,,,,,,
Diplectrum,Diplectrum,NA,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Diplectrum,Genus,159349,NA,remove,,,,,,,
Diplectrum bivittatum,Diplectrum bivittatum,Dwarf sand perch,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Diplectrum,Species,276176,3318,Species,,,,,,,
Diplectrum formosum,Diplectrum formosum,Sand perch,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Diplectrum,Species,159350,1203,Species,,,,,,,
Diplodus holbrooki,Diplodus holbrookii,Spottail seabream,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Diplodus,Species,273972,1231,Species,,,,,,,
Diplodus holbrookii,Diplodus holbrookii,Spottail seabream,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Diplodus,Species,273972,1231,Species,,,,,,,
Diplogrammus pauciradiatus,Diplogrammus pauciradiatus,Spotted dragonet,Animalia,Chordata,Teleostei,Callionymiformes,Callionymidae,Diplogrammus,Species,159615,3825,Species,,,,,,,
Diplopteraster,Diplopteraster,NA,Animalia,Echinodermata,Asteroidea,Velatida,Pterasteridae,Diplopteraster,Genus,123331,NA,remove,,,,,,,
Diplopteraster sp.,Diplopteraster,NA,Animalia,Echinodermata,Asteroidea,Velatida,Pterasteridae,Diplopteraster,Genus,123331,NA,remove,,,,,,,
Diplopteraster multipes,Diplopteraster multipes,Pincushion star,Animalia,Echinodermata,Asteroidea,Velatida,Pterasteridae,Diplopteraster,Species,124128,NA,Species,,,,,,,
Diplosoma,Diplosoma,NA,Animalia,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Diplosoma,Genus,103457,NA,remove,,,,,,,
Dipsacaster,Dipsacaster,NA,Animalia,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Dipsacaster,Genus,178680,NA,remove,,,,,,,
Dipsacaster sp.,Dipsacaster,NA,Animalia,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Dipsacaster,Genus,178680,NA,remove,,,,,,,
Dipsacaster anoplus,Dipsacaster anoplus,NA,Animalia,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Dipsacaster,Species,345389,NA,Species,,,,,,,
Dipsacaster borealis,Dipsacaster borealis,Northern sand star,Animalia,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Dipsacaster,Species,345390,NA,Species,,,,,,,
Dipsacaster eximius,Dipsacaster eximius,Extraordinary sand star,Animalia,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Dipsacaster,Species,380338,NA,Species,,,,,,,
Dipsacaster eximus,Dipsacaster eximius,Extraordinary sand star,Animalia,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Dipsacaster,Species,380338,NA,Species,,,,,,,
Dipturus laevis,Dipturus laevis,Barndoor skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Dipturus,Species,158548,2561,Species,,,,,,,
Raja laevis,Dipturus laevis,Barndoor skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Dipturus,Species,158548,2561,Species,,,,,,,
Raja olseni,Dipturus olseni,Spreadfin skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Raja,Species,271556,2563,Species,,,,,,,
Dipturus olseni,Dipturus olseni,Spreadfin skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Raja,Species,271556,2563,Species,,,,,,,
Dirona pellucida,Dirona pellucida,Golden dirona,Animalia,Mollusca,Gastropoda,Nudibranchia,Dironidae,Dirona,Species,576387,NA,Species,,,,,,,
Dironidae,Dironidae,dironid nudibranchs,NA,NA,NA,NA,NA,NA,Family,412591,NA,remove,,,,,,,
Discodoris,Discodoris,NA,Animalia,Mollusca,Gastropoda,Nudibranchia,Discodorididae,Discodoris,Genus,137897,NA,remove,,,,,,,
Discorsopagurus schmitti,Discorsopagurus schmitti,Tubeworm hermit,Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,Discorsopagurus,Species,366310,NA,Species,,,,,,,
Dissodactylus crinitichelis,Dissodactylus crinitichelis,Seabiscuit pea crab,Animalia,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Dissodactylus,Species,422151,NA,Species,,,,,,,
Distaplia,Distaplia,NA,Animalia,Chordata,Ascidiacea,Aplousobranchia,Holozoidae,Distaplia,Genus,103464,NA,remove,,,,,,,
Distaplia sp.,Distaplia,NA,Animalia,Chordata,Ascidiacea,Aplousobranchia,Holozoidae,Distaplia,Genus,103464,NA,remove,,,,,,,
Distaplia occidentalis,Distaplia occidentalis,Mushroom tunicate,Animalia,Chordata,Ascidiacea,Aplousobranchia,Holozoidae,Distaplia,Species,250152,NA,Species,,,,,,,
Distaplia smithi,Distaplia smithi,Stalked compound tunicate,Animalia,Chordata,Ascidiacea,Aplousobranchia,Holozoidae,Distaplia,Species,250160,NA,Species,,,,,,,
Distaplia sp. A (Clark 2006),Distaplia sp. A (Clark 2006),peach ascidian,NA,NA,NA,NA,NA,NA,Species,NA,NA,Species,,,,,,,
Distichopora,Distichopora,NA,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,Distichopora,Genus,205513,NA,remove,,,,,,,
Distichopora sp.,Distichopora,NA,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,Distichopora,Genus,205513,NA,remove,,,,,,,
Distichopora borealis,Distichopora borealis,NA,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,Distichopora,Species,288320,NA,Species,,,,,,,
Distichoptilum gracile,Distichoptilum gracile,Slender sea pen,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Protoptilidae,Distichoptilum,Species,128524,NA,Species,,,,,,,
Distorsio,Distorsio,NA,Animalia,Mollusca,Gastropoda,Littorinimorpha,Personidae,Distorsio,Genus,138329,NA,remove,,,,,,,
Distorsio clathrata,Distorsio clathrata,Atlantic distorsio,Animalia,Mollusca,Gastropoda,Littorinimorpha,Personidae,Distorsio,Species,419785,NA,Species,,,,,,,
Distorsio constricta,Distorsio constricta,NA,Animalia,Mollusca,Gastropoda,Littorinimorpha,Personidae,Distorsio,Species,419786,NA,Species,,,,,,,
Distorsio mcgintyi,Distorsio mcgintyi,NA,Animalia,Mollusca,Gastropoda,Littorinimorpha,Personidae,Distorsio,Species,476484,NA,Species,,,,,,,
Dolichopteryx,Dolichopteryx,Winged spookfish,Animalia,Chordata,Teleostei,Argentiniformes,Opisthoproctidae,Dolichopteryx,Genus,125895,NA,remove,,,,,,,
Dolichopteryx longipes,Dolichopteryx longipes,Brownsnout spookfish,Animalia,Chordata,Teleostei,Argentiniformes,Opisthoproctidae,Dolichopteryx,Species,126731,9121,Species,,,,,,,
Archidorididae,Dorididae,Archidorid nudibranchs,Animalia,Mollusca,Gastropoda,Nudibranchia,Dorididae,NA,Family,9904,NA,remove,,,,,,,
Dorididae,Dorididae,Archidorid nudibranchs,Animalia,Mollusca,Gastropoda,Nudibranchia,Dorididae,NA,Family,9904,NA,remove,,,,,,,
Archidoris,Doris,NA,Animalia,Mollusca,Gastropoda,Nudibranchia,Dorididae,Archidoris,Genus,137914,NA,remove,,,,,,,
Doris sp.,Doris,NA,Animalia,Mollusca,Gastropoda,Nudibranchia,Dorididae,Archidoris,Genus,137914,NA,remove,,,,,,,
Doris,Doris,NA,Animalia,Mollusca,Gastropoda,Nudibranchia,Dorididae,Doris,Genus,137914,NA,remove,,,,,,,
Archidoris montereyensis,Doris montereyensis,Monterey sea-lemon,Animalia,Mollusca,Gastropoda,Nudibranchia,Dorididae,Archidoris,Species,581816,NA,Species,,,,,,,
Doris montereyensis,Doris montereyensis,Monterey sea-lemon,Animalia,Mollusca,Gastropoda,Nudibranchia,Dorididae,Archidoris,Species,581816,NA,Species,,,,,,,
Archidoris odhneri,Doris odhneri,White night doris,Animalia,Mollusca,Gastropoda,Nudibranchia,Dorididae,Doris,Species,581817,NA,Species,,,,,,,
Doris odhneri,Doris odhneri,White night doris,Animalia,Mollusca,Gastropoda,Nudibranchia,Dorididae,Doris,Species,581817,NA,Species,,,,,,,
Dorosoma,Dorosoma,NA,Animalia,Chordata,Teleostei,Clupeiformes,Dorosomatidae,Dorosoma,Genus,159599,NA,remove,,,,,,,
Dorosoma cepedianum,Dorosoma cepedianum,American gizzard shad,Animalia,Chordata,Teleostei,Clupeiformes,Dorosomatidae,Dorosoma,Species,159600,1604,Species,,,,,,,
Dorosoma petenense,Dorosoma petenense,Threadfin shad,Animalia,Chordata,Teleostei,Clupeiformes,Dorosomatidae,Dorosoma,Species,276310,1606,Species,,,,,,,
Doryteuthis,Doryteuthis,NA,Animalia,Mollusca,Cephalopoda,Myopsida,Loliginidae,Doryteuthis,Genus,410349,NA,remove,,,,,,,
Doryteuthis opalescens,Doryteuthis opalescens,California market squid,Animalia,Mollusca,Cephalopoda,Myopsida,Loliginidae,Doryteuthis,Species,574540,NA,Species,,,,,,,
Loligo opalescens,Doryteuthis opalescens,California market squid,Animalia,Mollusca,Cephalopoda,Myopsida,Loliginidae,Doryteuthis,Species,574540,NA,Species,,,,,,,
Loligo pealeii,Doryteuthis pealeii,Longfin inshore squid,Animalia,Mollusca,Cephalopoda,Myopsida,Loliginidae,Loligo,Species,574541,NA,Species,,,,,,,
Loligo pleii,Doryteuthis pleii,Slender inshore squid,Animalia,Mollusca,Cephalopoda,Myopsida,Loliginidae,Loligo,Species,574543,NA,Species,,,,,,,
Dosidicus gigas,Dosidicus gigas,Jumbo flying squid,Animalia,Mollusca,Cephalopoda,Oegopsida,Ommastrephidae,Dosidicus,Species,342291,NA,Species,,,,,,,
Dosinia,Dosinia,NA,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Dosinia,Genus,138636,NA,remove,,,,,,,
Dromalia alexandri,Dromalia alexandri,Sea dandelion,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Rhodaliidae,Dromalia,Species,289842,NA,Species,,,,,,,
Dromidia,Dromidia,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Dromiidae,Dromidia,Genus,204862,NA,remove,,,,,,,
Dromiidae,Dromiidae,Sponge crabs,Animalia,Arthropoda,Malacostraca,Decapoda,Dromiidae,NA,Family,106742,NA,remove,,,,,,,
Bursa granularis cubaniana,Dulcerana cubaniana,NA,Animalia,Mollusca,Gastropoda,Littorinimorpha,Bursidae,Bursa,Species,1472304,NA,Species,,,,,,,
Dysomma anguilla,Dysomma anguillare,Shortbelly eel,Animalia,Chordata,Teleostei,Anguilliformes,Synaphobranchidae,Dysomma,Species,221386,2659,Species,,,,,,,
Dysomma anguillare,Dysomma anguillare,Shortbelly eel,Animalia,Chordata,Teleostei,Anguilliformes,Synaphobranchidae,Dysomma,Species,221386,2659,Species,,,,,,,
Dyspanopeus texana,Dyspanopeus texanus,Gulf grassflat crab,Animalia,Arthropoda,Malacostraca,Decapoda,Panopeidae,Dyspanopeus,Species,443955,NA,Species,,,,,,,
Neopanope texana,Dyspanopeus texanus,Gulf grassflat crab,Animalia,Arthropoda,Malacostraca,Decapoda,Panopeidae,Dyspanopeus,Species,443955,NA,Species,,,,,,,
Echeneis,Echeneis,NA,Animalia,Chordata,Teleostei,Carangiformes,Echeneidae,Echeneis,Genus,125962,NA,remove,,,,,,,
Echeneis naucrates,Echeneis naucrates,Sharksucker,Animalia,Chordata,Teleostei,Carangiformes,Echeneidae,Echeneis,Species,126848,2467,Species,,,,,,,
Echeneis neucratoides,Echeneis neucratoides,Whitefin sharksucker,Animalia,Chordata,Teleostei,Carangiformes,Echeneidae,Echeneis,Species,159678,3543,Species,,,,,,,
Lopholithodes,Echidnocerus,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Lithodidae,Lopholithodes,Genus,1550522,NA,remove,,,,,,,
Echidnocerus sp.,Echidnocerus,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Lithodidae,Lopholithodes,Genus,1550522,NA,remove,,,,,,,
Lopholithodes sp.,Echidnocerus,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Lithodidae,Lopholithodes,Genus,1550522,NA,remove,,,,,,,
Lopholithodes mandtii,Echidnocerus cibarius,Puget sound king crab,Animalia,Arthropoda,Malacostraca,Decapoda,Lithodidae,Lopholithodes,Species,1580332,NA,Species,,,,,,,
Echidnocerus cibarius,Echidnocerus cibarius,Puget sound king crab,Animalia,Arthropoda,Malacostraca,Decapoda,Lithodidae,Lopholithodes,Species,1580332,NA,Species,,,,,,,
Lopholithodes foraminatus,Echidnocerus foraminatus,Brown box crab,Animalia,Arthropoda,Malacostraca,Decapoda,Lithodidae,Lopholithodes,Species,590147,NA,Species,,,,,,,
Echidnocerus foraminatus,Echidnocerus foraminatus,Brown box crab,Animalia,Arthropoda,Malacostraca,Decapoda,Lithodidae,Lopholithodes,Species,590147,NA,Species,,,,,,,
Echinacea,Echinacea,Sea urchins,Animalia,Echinodermata,Echinoidea,NA,NA,NA,SubterClass,149855,NA,remove,,,,,,,
Echinarachnius parma,Echinarachnius parma,Common sand dollar,Animalia,Echinodermata,Echinoidea,Echinolampadacea,Echinarachniidae,Echinarachnius,Species,158062,NA,Species,,,,,,,
Echinaster,Echinaster,NA,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Echinaster,Genus,123275,NA,remove,,,,,,,
Echinaster modestus,Echinaster (Echinaster) modestus,NA,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Echinaster,Species,178740,NA,Species,,,,,,,
Echinaster aff brasiliensis,Echinaster (Othilia) brasiliensis,NA,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Echinaster,Species,178747,NA,Species,,,,,,,
Echinaster paucispinus,Echinaster (Othilia) paucispinus,NA,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Echinaster,Species,178751,NA,Species,,,,,,,
Echinaster sentus,Echinaster (Othilia) sentus,NA,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Echinaster,Species,178752,NA,Species,,,,,,,
Thyraster serpentarius,Echinaster (Othilia) serpentarius,NA,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Thyraster,Species,178753,NA,Species,,,,,,,
Echinaster serpentarius,Echinaster (Othilia) serpentarius,NA,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Thyraster,Species,178753,NA,Species,,,,,,,
Echinaster spinulosus,Echinaster (Othilia) spinulosus,NA,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Echinaster,Species,178754,NA,Species,,,,,,,
Echinasteridae,Echinasteridae,NA,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,NA,Genus,123132,NA,remove,,,,,,,
Echinidae,Echinidae,NA,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinidae,NA,Family,123160,NA,remove,,,,,,,
Echinoclathria,Echinoclathria,NA,Animalia,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Echinoclathria,Genus,167906,NA,remove,,,,,,,
Echinoclathria sp.,Echinoclathria,NA,Animalia,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Echinoclathria,Genus,167906,NA,remove,,,,,,,
Echinoclathria beringensis,Echinoclathria beringensis,Hat sponge,Animalia,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Echinoclathria,Species,167912,NA,Species,,,,,,,
Echinoclathria sp. A (Clark 2006),Echinoclathria sp. A (Clark 2006),fuzzy tree sponge,NA,NA,NA,NA,NA,NA,Species,NA,NA,Species,,,,,,,
Echinodermata,Echinodermata,Echinoderms,Animalia,Echinodermata,NA,NA,NA,NA,Phylum,1806,NA,remove,,,,,,,
Echinoidea,Echinoidea,Sea urchins,Animalia,Echinodermata,Echinoidea,NA,NA,NA,Class,123082,NA,remove,,,,,,,
Echinolampas depressa,Echinolampas depressa,NA,Animalia,Echinodermata,Echinoidea,Echinolampadacea,Echinolampadidae,Echinolampas,Species,422505,NA,Species,,,,,,,
Echinomuricea,Echinomuricea,NA,Animalia,Cnidaria,Anthozoa,Malacalcyonacea,Paramuriceidae,Echinomuricea,Genus,177740,NA,remove,,,,,,,
Echiodon dawsoni,Echiodon dawsoni,Chain pearlfish,Animalia,Chordata,Teleostei,Ophidiiformes,Carapidae,Echiodon,Species,158996,52423,Species,,,,,,,
Echiophis,Echiophis,NA,Animalia,Chordata,Teleostei,Anguilliformes,Ophichthidae,Echiophis,Genus,158607,NA,remove,,,,,,,
