"","Region","SurveyName","Species","Common","TrendCategory","Notes"
"1105","West Coast","West Coast Bottom Trawl Triennial","Lycodes diapterus","Black eelpout","Persistently Present",NA
"1106","West Coast","West Coast Bottom Trawl Triennial","Lycodes pacificus","Blackbelly eelpout","Persistently Present","Preliminary trend - under review"
"1107","West Coast","West Coast Bottom Trawl Triennial","Lyopsetta exilis","Slender sole","Persistently Present",NA
"1108","West Coast","West Coast Bottom Trawl Triennial","Mediaster aequalis","Vermillion star","Potentially Emerging","Preliminary trend - under review"
"1109","West Coast","West Coast Bottom Trawl Triennial","Merluccius productus","Pacific hake","Persistently Present",NA
"1110","West Coast","West Coast Bottom Trawl Triennial","Microgadus proximus","Pacific tomcod","Persistently Present",NA
"1111","West Coast","West Coast Bottom Trawl Triennial","Microstomus pacificus","Dover sole","Persistently Present",NA
"1112","West Coast","West Coast Bottom Trawl Triennial","Oncorhynchus tshawytscha","Chinook salmon","Persistently Present",NA
"1113","West Coast","West Coast Bottom Trawl Triennial","Ophiodon elongatus","Lingcod","Persistently Present",NA
"1114","West Coast","West Coast Bottom Trawl Triennial","Pandalus jordani","Ocean shrimp","Persistently Present",NA
"1115","West Coast","West Coast Bottom Trawl Triennial","Pandalus platyceros","Spot shrimp","Persistently Present",NA
"1116","West Coast","West Coast Bottom Trawl Triennial","Parophrys vetulus","English sole","Persistently Present",NA
"1117","West Coast","West Coast Bottom Trawl Triennial","Peprilus simillimus","Pacific pompano","Potentially Emerging",NA
"1118","West Coast","West Coast Bottom Trawl Triennial","Pleuronichthys decurrens","Curlfin sole","Persistently Present",NA
"1119","West Coast","West Coast Bottom Trawl Triennial","Porichthys notatus","Plainfin midshipman","Persistently Present",NA
"1120","West Coast","West Coast Bottom Trawl Triennial","Pseudarchaster parelii","Northern scarlet star","Potentially Emerging","Preliminary trend - under review"
"1121","West Coast","West Coast Bottom Trawl Triennial","Pycnopodia helianthoides","Sunflower sea star","Potentially Emerging","Preliminary trend - under review"
"1122","West Coast","West Coast Bottom Trawl Triennial","Rathbunaster californicus","California sun star","Potentially Emerging","Preliminary trend - under review"
"1123","West Coast","West Coast Bottom Trawl Triennial","Rossia pacifica","Eastern pacific bobtail","Sporadic - Primarily Present",NA
"1124","West Coast","West Coast Bottom Trawl Triennial","Sardinops sagax","South american pilchard","Potentially Emerging","Preliminary trend - under review"
"1125","West Coast","West Coast Bottom Trawl Triennial","Scomber japonicus","Chub mackerel","Sporadic - Primarily Present",NA
"1126","West Coast","West Coast Bottom Trawl Triennial","Sebastes alutus","Pacific ocean perch","Persistently Present",NA
"1127","West Coast","West Coast Bottom Trawl Triennial","Sebastes babcocki","Redbanded rockfish","Persistently Present",NA
"1128","West Coast","West Coast Bottom Trawl Triennial","Sebastes brevispinis","Silvergray rockfish","Persistently Present","Preliminary trend - under review"
"1129","West Coast","West Coast Bottom Trawl Triennial","Sebastes crameri","Darkblotched rockfish","Persistently Present",NA
"1130","West Coast","West Coast Bottom Trawl Triennial","Sebastes diploproa","Splitnose rockfish","Persistently Present",NA
"1131","West Coast","West Coast Bottom Trawl Triennial","Sebastes elongatus","Greenstriped rockfish","Persistently Present",NA
"1132","West Coast","West Coast Bottom Trawl Triennial","Sebastes entomelas","Widow rockfish","Persistently Present",NA
"1133","West Coast","West Coast Bottom Trawl Triennial","Sebastes flavidus","Yellowtail rockfish","Persistently Present",NA
"1134","West Coast","West Coast Bottom Trawl Triennial","Sebastes goodei","Chilipepper rockfish","Persistently Present",NA
"1135","West Coast","West Coast Bottom Trawl Triennial","Sebastes helvomaculatus","Rosethorn rockfish","Persistently Present",NA
"1136","West Coast","West Coast Bottom Trawl Triennial","Sebastes jordani","Shortbelly rockfish","Persistently Present",NA
"1137","West Coast","West Coast Bottom Trawl Triennial","Sebastes paucispinis","Bocaccio","Persistently Present",NA
"1138","West Coast","West Coast Bottom Trawl Triennial","Sebastes pinniger","Canary rockfish","Persistently Present",NA
"1139","West Coast","West Coast Bottom Trawl Triennial","Sebastes proriger","Redstripe rockfish","Persistently Present",NA
"1140","West Coast","West Coast Bottom Trawl Triennial","Sebastes ruberrimus","Yelloweye rockfish","Persistently Present",NA
"1141","West Coast","West Coast Bottom Trawl Triennial","Sebastes saxicola","Stripetail rockfish","Persistently Present",NA
"1142","West Coast","West Coast Bottom Trawl Triennial","Sebastes zacentrus","Sharpchin rockfish","Persistently Present",NA
"1143","West Coast","West Coast Bottom Trawl Triennial","Sebastolobus alascanus","Shortspine thornyhead","Persistently Present",NA
"1144","West Coast","West Coast Bottom Trawl Triennial","Squalus suckleyi","Pacific spiny dogfish","Persistently Present",NA
"1145","West Coast","West Coast Bottom Trawl Triennial","Stylasterias forreri","Velcro star","Potentially Emerging","Preliminary trend - under review"
"1146","West Coast","West Coast Bottom Trawl Triennial","Thaleichthys pacificus","Eulachon","Persistently Present",NA
"1147","West Coast","West Coast Bottom Trawl Triennial","Trachurus symmetricus","Jack mackerel","Persistently Present",NA
"1148","West Coast","West Coast Bottom Trawl Triennial","Xeneretmus latifrons","Blacktip poacher","Potentially Emerging","Preliminary trend - under review"
"1149","West Coast","West Coast Bottom Trawl Triennial","Zalembius rosaceus","Pink seaperch","Persistently Present",NA
"1150","West Coast","West Coast Bottom Trawl Triennial","Zaniolepis latipinnis","Longspine combfish","Persistently Present","Preliminary trend - under review"
