survey_name,valid_name,common,rank,class,order,family,citation,valid_authority,valid_AuthID,url,src_database
Halipteris sp. a (stone 2015),Balticina,,HigherOrder,Anthozoa,Scleralcyonacea,Halipteridae,"McFadden, C.; Cordeiro, R.; Williams, G.; van Ofwegen, L. (2023). World List of Octocorallia. Balticina Gray, 1870. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=146534 on 2023-01-35","Gray, 1874",146538,https://www.marinespecies.org/aphia.php?p=taxdetails&id=146538,worms
Halipterus (balticina) sp.,Balticina,,HigherOrder,Anthozoa,Scleralcyonacea,Halipteridae,"McFadden, C.; Cordeiro, R.; Williams, G.; van Ofwegen, L. (2023). World List of Octocorallia. Balticina Gray, 1870. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=146534 on 2023-01-36","Gray, 1875",146539,https://www.marinespecies.org/aphia.php?p=taxdetails&id=146539,worms
Halipteris californica,Balticina californica,Short sea whip,Species,Anthozoa,Scleralcyonacea,Halipteridae,"McFadden, C.; Cordeiro, R.; Williams, G.; van Ofwegen, L. (2022). World List of Octocorallia. Halipteris californica (Moroff, 1902). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=286623 on 2022-12-01","(Moroff, 1902)",1392940,https://www.marinespecies.org/aphia.php?p=taxdetails&id=286623,WORMS
Halipteris finmarchia,Balticina finmarchica,Hammer-tipped sea pen,Species,,,,,,,,WORMS
Balticina septentrionalis,Balticina willemoesi,Willemoes's white sea pen,Species,Anthozoa,Scleralcyonacea,Balticinidae,"McFadden, C.; Cordeiro, R.; Williams, G.; van Ofwegen, L. (2022). World List of Octocorallia. Balticina septentrionalis (Gray, 1872). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=754314 on 2022-12-19","(K<f6>lliker, 1880)",1393616,https://www.marinespecies.org/aphia.php?p=taxdetails&id=754314,WORMS
Halipteris willemoesi,Balticina willemoesi,Willemoes's white sea pen,Species,Anthozoa,Scleralcyonacea,Halipteridae,"McFadden, C.; Cordeiro, R.; Williams, G.; van Ofwegen, L. (2022). World List of Octocorallia. Halipteris willemoesi (K<f6>lliker, 1880). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=286626 on 2022-12-01","(K<f6>lliker, 1880)",1393616,https://www.marinespecies.org/aphia.php?p=taxdetails&id=286626,WORMS
Bankia setacea,Bankia setacea,Feathery shipworm,Species,Bivalvia,Myida,Teredinidae,"MolluscaBase eds. (2022). MolluscaBase. Bankia setacea (Tryon, 1863). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=527858 on 2022-12-01","(Tryon, 1863)",527858,https://www.marinespecies.org/aphia.php?p=taxdetails&id=527858,WORMS
Barbatia,Barbatia,,HigherOrder,Bivalvia,Arcida,Arcidae,,,,,worms
Barbatia candida,Barbatia candida,White beard ark,Species,Bivalvia,Arcida,Arcidae,"MolluscaBase eds. (2022). MolluscaBase. Barbatia candida (Helbling, 1779). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=504386 on 2022-12-01","(Helbling, 1779)",504386,https://www.marinespecies.org/aphia.php?p=taxdetails&id=504386,WORMS
Barbatia domingensis,Barbatia domingensis,White miniature ark,Species,Bivalvia,Arcida,Arcidae,"MolluscaBase eds. (2022). MolluscaBase. Barbatia domingensis (Lamarck, 1819). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=582484 on 2022-12-01","(Lamarck, 1819)",582484,https://www.marinespecies.org/aphia.php?p=taxdetails&id=582484,WORMS
Barbourisia rufa,Barbourisia rufa,Velvet whalefish,Species,Actinopteri,Beryciformes,Barbourisiidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Barbourisia rufa Parr, 1945. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159425 on 2022-12-01","Parr, 1945",159425,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159425,WORMS
Barleeia haliotiphila,Barleeia haliotiphila,,Species,Gastropoda,Littorinimorpha,Barleeiidae,"MolluscaBase eds. (2022). MolluscaBase. Barleeia haliotiphila P. P. Carpenter, 1864. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=580523 on 2022-12-19","P. P. Carpenter, 1864",580523,https://www.marinespecies.org/aphia.php?p=taxdetails&id=580523,WORMS
Barnea truncata,Barnea truncata,Truncate barnea,Species,Bivalvia,Myida,Pholadidae,"MolluscaBase eds. (2022). MolluscaBase. Barnea truncata (Say, 1822). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=156750 on 2022-12-01","(Say, 1822)",156750,https://www.marinespecies.org/aphia.php?p=taxdetails&id=156750,WORMS
Bassogigas gilli,Bassogigas gillii,,Species,Actinopteri,Ophidiiformes,Ophidiidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Bassogigas gilli Goode & Bean, 1896. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=217793 on 2022-12-19","Goode & Bean, 1896",159063,https://www.marinespecies.org/aphia.php?p=taxdetails&id=217793,WORMS
Bassozetus zenkevitchi,Bassozetus zenkevitchi,Zenkevitch's cusk-eel,Species,Teleostei,Ophidiiformes,Ophidiidae,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Bassozetus zenkevitchi Rass, 1955. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=272795 on 2023-01-30","Rass, 1955",272795,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272795,worms
Bathophilus,Bathophilus,,HigherOrder,,,,,,,,worms
Bathophilus flemingi,Bathophilus flemingi,Highfin dragonfish,Species,Actinopteri,Stomiiformes,Stomiidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Bathophilus flemingi Aron & McCrery, 1958. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=275046 on 2022-12-01","Aron & McCrery, 1958",275046,https://www.marinespecies.org/aphia.php?p=taxdetails&id=275046,WORMS
Bathyagonus,Bathyagonus,,HigherOrder,Actinopteri,Perciformes,Agonidae,,,,,worms
Bathyagonus sp.,Bathyagonus,,HigherOrder,Actinopteri,Perciformes,Agonidae,,,,,worms
Bathyagonus alascanus,Bathyagonus alascanus,Gray starsnout,Species,Actinopteri,Perciformes,Agonidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Bathyagonus alascanus (Gilbert, 1896). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254503 on 2022-12-01","(Gilbert, 1896)",254503,https://www.marinespecies.org/aphia.php?p=taxdetails&id=254503,WORMS
Bathyagonus infraspinatus,Bathyagonus infraspinatus,Spinycheek starsnout,Species,Actinopteri,Perciformes,Agonidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Bathyagonus infraspinatus (Gilbert, 1904). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254504 on 2022-12-01","(Gilbert, 1904)",254504,https://www.marinespecies.org/aphia.php?p=taxdetails&id=254504,WORMS
Bathyagonus nigripinnis,Bathyagonus nigripinnis,Blackfin poacher,Species,Actinopteri,Perciformes,Agonidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Bathyagonus nigripinnis Gilbert, 1890. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254505 on 2022-12-01","Gilbert, 1890",254505,https://www.marinespecies.org/aphia.php?p=taxdetails&id=254505,WORMS
Bathyagonus pentacanthus,Bathyagonus pentacanthus,Bigeye poacher,Species,Actinopteri,Perciformes,Agonidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Bathyagonus pentacanthus (Gilbert, 1890). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254506 on 2022-12-01","(Gilbert, 1890)",254506,https://www.marinespecies.org/aphia.php?p=taxdetails&id=254506,WORMS
Bathyanthias cubensis,Bathyanthias cubensis,,Species,Actinopteri,Perciformes,Serranidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Bathyanthias cubensis (Schultz, 1958). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=279867 on 2022-12-01","(Schultz, 1958)",279867,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279867,WORMS
Bathyanthias mexicana,Bathyanthias mexicanus,Yellowtail bass,Species,Actinopteri,Perciformes,Serranidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Bathyanthias mexicana (Schultz, 1958). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=313890 on 2022-12-01","(Schultz, 1958)",279868,https://www.marinespecies.org/aphia.php?p=taxdetails&id=313890,WORMS
Bathybembix bairdii,Bathybembix bairdii,,Species,Gastropoda,Seguenziida,Calliotropidae,"MolluscaBase eds. (2022). MolluscaBase. Bathybembix bairdii (Dall, 1889). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=512110 on 2022-12-01","(Dall, 1889)",512110,https://www.marinespecies.org/aphia.php?p=taxdetails&id=512110,WORMS
Bathybuccinum ovulum,Bathybuccinum ovulum,,Species,Gastropoda,Neogastropoda,Buccinidae,,,,,itis
Congrina,Bathycongrus,,HigherOrder,Actinopteri,Anguilliformes,Congridae,,,,,worms
Rhechias vicinalis,Bathycongrus vicinalis,Neighbor conger,Species,Actinopteri,Anguilliformes,Congridae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Rhechias vicinalis (Garman, 1899). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=308133 on 2022-12-01","(Garman, 1899)",276878,https://www.marinespecies.org/aphia.php?p=taxdetails&id=308133,WORMS
Bathygadus melanobranchus,Bathygadus melanobranchus,,Species,Actinopteri,Gadiformes,Macrouridae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Bathygadus melanobranchus Vaillant, 1888. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126463 on 2022-12-19","Vaillant, 1888",126463,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126463,WORMS
Bathylagidae,Bathylagidae,Deep sea smelts,HigherOrder,Actinopteri,Argentiniformes,Bathylagidae,,,,,worms
Bathylagus,Bathylagus,,HigherOrder,Actinopteri,Argentiniformes,Bathylagidae,,,,,worms
Bathylagus sp.,Bathylagus,,HigherOrder,Actinopteri,Argentiniformes,Bathylagidae,,,,,worms
Bathylagus euryops,Bathylagus euryops,Goiter blacksmelt,Species,Actinopteri,Argentiniformes,Bathylagidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Bathylagus euryops Goode & Bean, 1896. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126719 on 2022-12-19","Goode & Bean, 1896",126719,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126719,WORMS
Bathylagus pacificus,Bathylagus pacificus,Slender blacksmelt,Species,Actinopteri,Argentiniformes,Bathylagidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Bathylagus pacificus Gilbert, 1890. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=272919 on 2022-12-01","Gilbert, 1890",272919,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272919,WORMS
Bathylychnops exilis,Bathylychnops exilis,Javelin spookfish,Species,Actinopteri,Argentiniformes,Opisthoproctidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Bathylychnops exilis Cohen, 1958. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126730 on 2022-12-01","Cohen, 1958",126730,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126730,WORMS
Bathymaster caeruleofasciatus,Bathymaster caeruleofasciatus,Alaskan ronquil,Species,Actinopteri,Perciformes,Bathymasteridae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Bathymaster caeruleofasciatus Gilbert & Burke, 1912. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=279415 on 2022-12-01","Gilbert & Burke, 1912",279415,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279415,WORMS
Bathymaster leurolepis,Bathymaster leurolepis,Smallmouth ronquil,Species,Actinopteri,Perciformes,Bathymasteridae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Bathymaster leurolepis McPhail, 1965. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254512 on 2022-12-01","McPhail, 1965",254512,https://www.marinespecies.org/aphia.php?p=taxdetails&id=254512,WORMS
Bathymaster signatus,Bathymaster signatus,Searcher,Species,Actinopteri,Perciformes,Bathymasteridae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Bathymaster signatus Cope, 1873. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254513 on 2022-12-01","Cope, 1873",254513,https://www.marinespecies.org/aphia.php?p=taxdetails&id=254513,WORMS
Bathymasteridae,Bathymasteridae,Ronquils,HigherOrder,Actinopteri,Perciformes,Bathymasteridae,,,,,worms
Bathynectes longispina,Bathynectes longispina,Bathyal swimming crab,Species,Malacostraca,Decapoda,Polybiidae,"WoRMS (2022). Bathynectes longispina Stimpson, 1871. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=394995 on 2022-12-01","Stimpson, 1871",394995,https://www.marinespecies.org/aphia.php?p=taxdetails&id=394995,WORMS
Bathynectes maravigna (superbus),Bathynectes maravigna,,Species,,,,,,,,worms
Bathypathes,Bathypathes,,HigherOrder,Anthozoa,Antipatharia,Schizopathidae,,,,,worms
Bathypathes sp.,Bathypathes,,HigherOrder,Anthozoa,Antipatharia,Schizopathidae,,,,,worms
Bathypathes patula,Bathypathes patula,Patulous black coral,Species,Anthozoa,Antipatharia,Schizopathidae,"Molodtsova, T.; Opresko, D. (2022). World List of Antipatharia. Bathypathes patula Brook, 1889. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=103323 on 2022-12-01","Brook, 1889",103323,https://www.marinespecies.org/aphia.php?p=taxdetails&id=103323,WORMS
Bathyplotes,Bathyplotes,,HigherOrder,Holothuroidea,Synallactida,Synallactidae,"WoRMS (2023). Bathyplotes Östergren, 1896. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=123460 on 2023-01-31","Östergren, 1896",123460,https://www.marinespecies.org/aphia.php?p=taxdetails&id=123460,worms
Bathyplotes sp.,Bathyplotes,,HigherOrder,Holothuroidea,Synallactida,Synallactidae,"WoRMS (2023). Bathyplotes Östergren, 1896. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=123460 on 2023-01-31","Östergren, 1896",123460,https://www.marinespecies.org/aphia.php?p=taxdetails&id=123460,worms
Bathypolypus spp.,Bathypolypus,,HigherOrder,,,,,,,,worms
Bathypolypus arcticus,Bathypolypus arcticus,North atlantic octopus,Species,Cephalopoda,Octopoda,Bathypolypodidae,"MolluscaBase eds. (2022). MolluscaBase. Bathypolypus arcticus (Prosch, 1849). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=140596 on 2022-12-01","(Prosch, 1849)",140596,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140596,WORMS
Bathypterois sp.,Bathypterois,,HigherOrder,,,,,,,,worms
Bathypterois dubius,Bathypterois dubius,Spiderfish,Species,Actinopteri,Aulopiformes,Ipnopidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Bathypterois dubius Vaillant, 1888. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126342 on 2022-12-19","Vaillant, 1888",126342,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126342,WORMS
Bathypterois grallator,Bathypterois grallator,Tripodfish,Species,Actinopteri,Aulopiformes,Ipnopidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Bathypterois grallator (Goode & Bean, 1886). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126343 on 2022-12-19","(Goode & Bean, 1886)",126343,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126343,WORMS
Bathypterois longipes,Bathypterois longipes,,Species,Actinopteri,Aulopiformes,Ipnopidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Bathypterois longipes G<fc>nther, 1878. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126344 on 2022-12-19","G<fc>nther, 1878",126344,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126344,WORMS
Bathypterois phenax,Bathypterois phenax,,Species,Actinopteri,Aulopiformes,Ipnopidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Bathypterois phenax Parr, 1928. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126345 on 2022-12-19","Parr, 1928",126345,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126345,WORMS
Bathypterois quadrifilis,Bathypterois quadrifilis,,Species,Actinopteri,Aulopiformes,Ipnopidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Bathypterois quadrifilis G<fc>nther, 1878. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=158862 on 2022-12-19","G<fc>nther, 1878",158862,https://www.marinespecies.org/aphia.php?p=taxdetails&id=158862,WORMS
Bathyraja spinicauda,Bathyraja spinicauda,Spinytail skate,Species,Elasmobranchii,Rajiformes,Arhynchobatidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Bathyraja spinicauda (Jensen, 1914). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105868 on 2022-12-19","(Jensen, 1914)",105868,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105868,WORMS
Bathyraja sp,Bathyraja spp.,Skate complex,Species,Elasmobranchii,Rajiformes,Arhynchobatidae,,,,,worms
Bathyraja sp.,Bathyraja spp.,Skate complex,Species,Elasmobranchii,Rajiformes,Arhynchobatidae,,,,,worms
Bathysaurus ferox,Bathysaurus ferox,Deepsea lizardfish,Species,Actinopteri,Aulopiformes,Bathysauridae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Bathysaurus ferox G<fc>nther, 1878. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126369 on 2022-12-19","G<fc>nther, 1878",126369,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126369,WORMS
